Scientific Name,Accession,analysis_node,filtered_total_count,filtered_microRNA_score,filtered_no_hits,unfiltered_total_count,unfiltered_microRNA_score,filtered_out_families
Esox lucius,GCA_011004845.1,Clupeocephala,93,81.58,"Mir-1329, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-31, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-7147, Mir-726, Mir-76, Mir-875",98,85.96,"Mir-191, Mir-315, Mir-7133, Mir-729, Mir-737"
Homo sapiens,GCA_018470425.1,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76, Mir-934",201,82.04,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737"
Artibeus jamaicensis,GCA_014825515.1,Laurasiatheria,143,65.9,"Mir-1298, Mir-134, Mir-1397, Mir-1416, Mir-1805, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-224, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-737, Mir-9851",180,82.95,"Mir-1301, Mir-1329, Mir-1343, Mir-1379, Mir-147, Mir-1662, Mir-1788, Mir-1842, Mir-1912, Mir-197, Mir-2355, Mir-335, Mir-337, Mir-339, Mir-345, Mir-350, Mir-361, Mir-3613, Mir-370, Mir-374, Mir-384, Mir-425, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-725, Mir-76, Mir-769, Mir-877"
Rattus norvegicus,GCA_023515805.1,Muridae,182,77.12,"Mir-1296, Mir-1307, Mir-1329, Mir-1343, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-1911, Mir-197, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-432, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-727, Mir-737, Mir-76, Mir-769, Mir-885, Mir-9851",190,80.51,"Mir-1277, Mir-1301, Mir-2355, Mir-351, Mir-491, Mir-590, Mir-628, Mir-726"
Spilosoma lubricipeda,GCA_905220595.1,Lepidoptera,48,71.64,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-375, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-36, Mir-932, Mir-970, Mir-988, Mir-999"
Vespa velutina,GCA_912470025.1,Endopterygota,43,67.19,"Mir-153, Mir-193, Mir-1993, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Plebejus argus,GCA_905404155.1,Lepidoptera,47,70.15,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-2796, Mir-932, Mir-957, Mir-970, Mir-988"
Tachina fera,GCA_905220395.1,Diptera,42,62.69,"Mir-1000, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-282, Mir-3049, Mir-36, Mir-71, Mir-750",57,85.07,"Mir-1175, Mir-153, Mir-193, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-932, Mir-957, Mir-965, Mir-970, Mir-971, Mir-988, Mir-999"
Phyllostomus discolor,GCA_004126475.2,Laurasiatheria,144,66.36,"Mir-1329, Mir-134, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-188, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-296, Mir-2970, Mir-315, Mir-3613, Mir-374, Mir-4057, Mir-452, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-489, Mir-491, Mir-653, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-76, Mir-9851",178,82.03,"Mir-1271, Mir-1298, Mir-1343, Mir-1379, Mir-147, Mir-1842, Mir-1911, Mir-197, Mir-2001, Mir-2114, Mir-2355, Mir-2387, Mir-335, Mir-337, Mir-339, Mir-350, Mir-361, Mir-370, Mir-384, Mir-425, Mir-448, Mir-504, Mir-541, Mir-592, Mir-652, Mir-6529, Mir-671, Mir-6715, Mir-672, Mir-676, Mir-727, Mir-737, Mir-769, Mir-877"
Bactrocera latifrons,GCA_001853355.1,Diptera,44,65.67,"Mir-1175, Mir-133, Mir-153, Mir-2001, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750",55,82.09,"Mir-124, Mir-193, Mir-1993, Mir-22, Mir-306, Mir-316, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Bombus pyrosoma,GCA_014825855.1,Endopterygota,46,71.88,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Carcharodon carcharias,GCA_017639515.1,Chondrichthyes,84,85.71,"Mir-147, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-315, Mir-4057, Mir-71, Mir-875",88,89.8,"Mir-139, Mir-2184, Mir-425, Mir-76"
Arvicola amphibius,GCA_903992535.2,Glires,150,68.18,"Mir-1296, Mir-1307, Mir-1379, Mir-1388, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-2387, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-3613, Mir-4057, Mir-4541, Mir-458, Mir-459, Mir-460, Mir-599, Mir-6529, Mir-71, Mir-7147, Mir-7180, Mir-726, Mir-727, Mir-737, Mir-76, Mir-885, Mir-9851",182,82.73,"Mir-1271, Mir-1277, Mir-1298, Mir-1329, Mir-1343, Mir-145, Mir-186, Mir-1911, Mir-197, Mir-2355, Mir-242, Mir-339, Mir-345, Mir-346, Mir-384, Mir-423, Mir-432, Mir-456, Mir-486, Mir-489, Mir-541, Mir-542, Mir-574, Mir-628, Mir-672, Mir-676, Mir-722, Mir-725, Mir-769, Mir-770, Mir-876, Mir-877"
Volucella inflata,GCA_928272305.1,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750, Mir-87",57,85.07,"Mir-193, Mir-2001, Mir-275, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Homo sapiens,GCA_018503255.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Dolichovespula saxonica,GCA_911387935.1,Endopterygota,42,65.62,"Mir-153, Mir-193, Mir-22, Mir-242, Mir-36, Mir-87, Mir-970",57,89.06,"Mir-1, Mir-1000, Mir-14, Mir-1993, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-929, Mir-932, Mir-971, Mir-989"
Falco cherrug,GCA_000337975.1,Neognathae,102,79.69,"Mir-132, Mir-150, Mir-191, Mir-2001, Mir-208, Mir-210, Mir-2184, Mir-219, Mir-24, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-71, Mir-7147, Mir-722, Mir-725, Mir-76",109,85.16,"Mir-1720, Mir-2131, Mir-4057, Mir-4541, Mir-726, Mir-727, Mir-737"
Polistes dominula,GCA_001465965.1,Endopterygota,41,64.06,"Mir-153, Mir-193, Mir-1993, Mir-242, Mir-3, Mir-36, Mir-87, Mir-970",56,87.5,"Mir-1000, Mir-14, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-375, Mir-927, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Hydriomena furcata,GCA_912999785.1,Lepidoptera,44,65.67,"Mir-12, Mir-242, Mir-3049, Mir-957, Mir-999",62,92.54,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-2765, Mir-3, Mir-306, Mir-315, Mir-36, Mir-375, Mir-92, Mir-932, Mir-970, Mir-988"
Gymnoscelis rufifasciata,GCA_929108375.1,Lepidoptera,42,62.69,"Mir-12, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-3, Mir-306, Mir-929, Mir-932, Mir-970, Mir-971, Mir-988, Mir-999"
Sarcophaga caerulescens,GCA_927399425.1,Diptera,43,64.18,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750, Mir-971",58,86.57,"Mir-1175, Mir-14, Mir-2001, Mir-275, Mir-29, Mir-3, Mir-306, Mir-71, Mir-76, Mir-87, Mir-932, Mir-957, Mir-970, Mir-988, Mir-999"
Hipparchia semele,GCA_933228835.1,Lepidoptera,47,70.15,"Mir-12, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-375, Mir-957",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-71, Mir-932, Mir-965, Mir-970, Mir-988, Mir-999"
Tiphia femorata,GCA_944319705.1,Endopterygota,41,64.06,"Mir-1175, Mir-1993, Mir-22, Mir-242, Mir-316, Mir-36, Mir-67, Mir-750, Mir-76, Mir-929, Mir-965, Mir-970, Mir-989",51,79.69,"Mir-1000, Mir-137, Mir-14, Mir-153, Mir-2001, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-932"
Mus minutoides,GCA_902729485.1,Muridae,158,66.95,"Mir-1296, Mir-1301, Mir-1307, Mir-1343, Mir-1379, Mir-1397, Mir-1416, Mir-142, Mir-1662, Mir-1805, Mir-1842, Mir-187, Mir-2001, Mir-210, Mir-2114, Mir-2184, Mir-2188, Mir-22, Mir-2387, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-3059, Mir-3112, Mir-315, Mir-345, Mir-346, Mir-383, Mir-4057, Mir-448, Mir-4541, Mir-455, Mir-456, Mir-458, Mir-460, Mir-499, Mir-628, Mir-6529, Mir-670, Mir-71, Mir-7147, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-727, Mir-737, Mir-744, Mir-76, Mir-769, Mir-872, Mir-876, Mir-879, Mir-885, Mir-9851",178,75.42,"Mir-1271, Mir-1277, Mir-1329, Mir-1388, Mir-1788, Mir-1911, Mir-197, Mir-2355, Mir-3072, Mir-351, Mir-3613, Mir-432, Mir-493, Mir-504, Mir-505, Mir-574, Mir-590, Mir-667, Mir-873, Mir-877"
Mamestra brassicae,GCA_905163435.1,Lepidoptera,48,71.64,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-957, Mir-999",60,89.55,"Mir-1000, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-36, Mir-375, Mir-970, Mir-988"
Salmo salar,GCA_021399835.1,Clupeocephala,94,82.46,"Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-76, Mir-875",105,92.11,"Mir-147, Mir-191, Mir-2001, Mir-242, Mir-4057, Mir-425, Mir-451, Mir-4541, Mir-71, Mir-7133, Mir-729"
Noctua fimbriata,GCA_905163425.1,Lepidoptera,45,67.16,"Mir-12, Mir-3049, Mir-375, Mir-71, Mir-957, Mir-999",61,91.04,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-242, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-970, Mir-988"
Agriopis aurantiaria,GCA_914767915.1,Lepidoptera,47,70.15,"Mir-12, Mir-1993, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957, Mir-999",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-193, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-929, Mir-932, Mir-970"
Megachile rotundata,GCA_000220905.1,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971"
Triplophysa tibetana,GCA_008369825.1,Clupeocephala,91,79.82,"Mir-1329, Mir-139, Mir-147, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76, Mir-875",99,86.84,"Mir-191, Mir-2184, Mir-425, Mir-7132, Mir-7133, Mir-724, Mir-728, Mir-729"
Salmo salar,GCA_905237065.2,Clupeocephala,94,82.46,"Mir-1329, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-4057, Mir-4541, Mir-76, Mir-875",104,91.23,"Mir-147, Mir-191, Mir-2001, Mir-242, Mir-32, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-729"
Dufourea novaeangliae,GCA_001272555.1,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970, Mir-989",58,90.62,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965"
Cyclopterus lumpus,GCA_009769545.1,Clupeocephala,95,83.33,"Mir-1329, Mir-242, Mir-252, Mir-278, Mir-281, Mir-32, Mir-729",107,93.86,"Mir-139, Mir-147, Mir-2001, Mir-4057, Mir-451, Mir-4541, Mir-459, Mir-71, Mir-7133, Mir-725, Mir-76, Mir-875"
Bombylius major,GCA_932526615.1,Diptera,42,62.69,"Mir-1175, Mir-137, Mir-14, Mir-184, Mir-1993, Mir-242, Mir-2765, Mir-281, Mir-3049, Mir-31, Mir-36, Mir-375, Mir-71, Mir-750, Mir-988",52,77.61,"Mir-153, Mir-193, Mir-22, Mir-2796, Mir-316, Mir-7, Mir-932, Mir-957, Mir-971, Mir-999"
Schrankia costaestrigalis,GCA_905475335.1,Lepidoptera,47,70.15,"Mir-12, Mir-153, Mir-219, Mir-242, Mir-29, Mir-3049, Mir-315, Mir-36, Mir-957",58,86.57,"Mir-1000, Mir-14, Mir-193, Mir-1993, Mir-22, Mir-2765, Mir-306, Mir-932, Mir-970, Mir-988, Mir-999"
Cheirogaleus medius,GCA_004024725.1,Euarchontoglires,177,80.82,"Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-4057, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-737, Mir-76",193,88.13,"Mir-1271, Mir-1329, Mir-1379, Mir-1805, Mir-1842, Mir-224, Mir-2483, Mir-296, Mir-493, Mir-511, Mir-598, Mir-675, Mir-71, Mir-722, Mir-770, Mir-9851"
Criorhina berberina,GCA_917880715.1,Diptera,51,76.12,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-1175, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Platycheirus albimanus,GCA_916050605.1,Diptera,51,76.12,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-275, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Calamotropha paludella,GCA_927399455.1,Lepidoptera,32,47.76,"Mir-12, Mir-190, Mir-252, Mir-275, Mir-278, Mir-2796, Mir-281, Mir-282, Mir-3, Mir-3049, Mir-305, Mir-315, Mir-316, Mir-36, Mir-375, Mir-957, Mir-999",50,74.63,"Bantam, Mir-1000, Mir-153, Mir-184, Mir-193, Mir-1993, Mir-2001, Mir-219, Mir-22, Mir-242, Mir-276, Mir-2765, Mir-67, Mir-71, Mir-87, Mir-929, Mir-932, Mir-970"
Myathropa florea,GCA_930367185.1,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Mustela erminea,GCA_009829155.1,Laurasiatheria,168,77.42,"Mir-1301, Mir-1329, Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-2184, Mir-2188, Mir-224, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-4057, Mir-452, Mir-456, Mir-458, Mir-460, Mir-541, Mir-598, Mir-675, Mir-71, Mir-7147, Mir-7180, Mir-725, Mir-726, Mir-727, Mir-76",184,84.79,"Mir-1296, Mir-1805, Mir-1842, Mir-2114, Mir-2355, Mir-2387, Mir-324, Mir-448, Mir-4541, Mir-590, Mir-671, Mir-6715, Mir-672, Mir-722, Mir-737, Mir-877"
Cydia splendana,GCA_910591525.1,Lepidoptera,47,70.15,"Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-36, Mir-957",58,86.57,"Mir-1000, Mir-193, Mir-22, Mir-2765, Mir-306, Mir-315, Mir-71, Mir-932, Mir-965, Mir-970, Mir-999"
Hedya salicella,GCA_905404235.1,Lepidoptera,46,68.66,"Mir-12, Mir-219, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-932, Mir-971",59,88.06,"Mir-1000, Mir-14, Mir-153, Mir-1993, Mir-22, Mir-2765, Mir-2796, Mir-3, Mir-306, Mir-957, Mir-965, Mir-970, Mir-999"
Patella pellucida,GCA_917208275.1,Mollusca,44,84.62,"Mir-210, Mir-219",50,96.15,"Mir-1984, Mir-1985, Mir-1989, Mir-2722, Mir-36, Mir-76"
Vicugna pacos huacaya,GCA_000767525.1,Laurasiatheria,172,79.26,"Mir-1379, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-2001, Mir-203, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-375, Mir-4057, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-727, Mir-76, Mir-760",190,87.56,"Mir-1251, Mir-1805, Mir-197, Mir-2114, Mir-2355, Mir-350, Mir-4541, Mir-541, Mir-574, Mir-672, Mir-676, Mir-7180, Mir-722, Mir-725, Mir-726, Mir-737, Mir-877, Mir-935"
Echeneis naucrates,GCA_900963305.1,Clupeocephala,97,85.09,"Mir-1329, Mir-2001, Mir-208, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-726, Mir-729, Mir-76, Mir-875",98,85.96,Mir-147
Helicoverpa zea,GCA_022581195.1,Lepidoptera,45,67.16,"Mir-12, Mir-153, Mir-1993, Mir-219, Mir-242, Mir-3049, Mir-375, Mir-957, Mir-999",58,86.57,"Mir-1000, Mir-14, Mir-193, Mir-2001, Mir-22, Mir-275, Mir-2765, Mir-306, Mir-315, Mir-36, Mir-932, Mir-970, Mir-988"
Bembecia ichneumoniformis,GCA_910589475.1,Lepidoptera,46,68.66,"Mir-153, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",61,91.04,"Mir-1000, Mir-12, Mir-14, Mir-193, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-2796, Mir-306, Mir-932, Mir-988, Mir-989, Mir-999"
Psylliodes chrysocephala,GCA_927349885.1,Endopterygota,45,70.31,"Mir-14, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-306, Mir-36, Mir-87",55,85.94,"Bantam, Mir-22, Mir-275, Mir-2765, Mir-3049, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Glaucopsyche alexis,GCA_905404095.1,Lepidoptera,46,68.66,"Mir-242, Mir-3049, Mir-315, Mir-36, Mir-999",62,92.54,"Mir-1000, Mir-12, Mir-14, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-275, Mir-2765, Mir-375, Mir-929, Mir-932, Mir-957, Mir-965, Mir-970, Mir-988"
Platycheirus albimanus,GCA_916050315.1,Diptera,51,76.12,"Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",60,89.55,"Mir-153, Mir-275, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Anthonomus grandis grandis,GCA_022605725.3,Endopterygota,45,70.31,"Mir-1993, Mir-2001, Mir-242, Mir-278, Mir-29, Mir-3049, Mir-36",57,89.06,"Mir-12, Mir-14, Mir-153, Mir-219, Mir-22, Mir-275, Mir-306, Mir-750, Mir-932, Mir-965, Mir-970, Mir-989"
Salmo trutta,GCA_901001165.1,Clupeocephala,93,81.58,"Mir-1329, Mir-2001, Mir-252, Mir-278, Mir-281, Mir-31, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-76",103,90.35,"Mir-147, Mir-191, Mir-242, Mir-425, Mir-451, Mir-71, Mir-7133, Mir-7147, Mir-729, Mir-875"
Syncerus caffer,GCA_902825105.1,Laurasiatheria,175,80.65,"Mir-1298, Mir-1397, Mir-1416, Mir-1662, Mir-1788, Mir-1805, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-337, Mir-384, Mir-4057, Mir-448, Mir-4541, Mir-456, Mir-458, Mir-460, Mir-675, Mir-71, Mir-7147, Mir-726, Mir-727, Mir-76",188,86.64,"Mir-1379, Mir-2114, Mir-325, Mir-350, Mir-590, Mir-598, Mir-670, Mir-672, Mir-676, Mir-722, Mir-725, Mir-737, Mir-769"
Eristalis arbustorum,GCA_916610145.1,Diptera,49,73.13,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-71, Mir-750",58,86.57,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Melinaea marsaeus rileyi,GCA_918361175.2,Lepidoptera,46,68.66,"Mir-14, Mir-242, Mir-3049, Mir-315, Mir-36, Mir-957",61,91.04,"Mir-1000, Mir-12, Mir-153, Mir-1993, Mir-219, Mir-22, Mir-2765, Mir-375, Mir-71, Mir-929, Mir-932, Mir-970, Mir-971, Mir-989, Mir-999"
Diabrotica virgifera virgifera,GCA_003013835.2,Endopterygota,45,70.31,"Mir-12, Mir-153, Mir-242, Mir-278, Mir-36",59,92.19,"Mir-14, Mir-1993, Mir-2001, Mir-22, Mir-275, Mir-29, Mir-3, Mir-3049, Mir-306, Mir-316, Mir-750, Mir-965, Mir-970, Mir-989"
Astatotilapia calliptera,GCA_900246225.3,Clupeocephala,99,86.84,"Mir-1329, Mir-2001, Mir-242, Mir-252, Mir-278, Mir-281, Mir-315, Mir-32, Mir-4057, Mir-4541, Mir-71, Mir-76",102,89.47,"Mir-147, Mir-729, Mir-875"
Homo sapiens,GCA_018505835.1,Catarrhini,184,75.1,"Mir-105, Mir-1298, Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-188, Mir-1911, Mir-2001, Mir-2114, Mir-2184, Mir-2188, Mir-221, Mir-223, Mir-224, Mir-242, Mir-2483, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-361, Mir-362, Mir-374, Mir-384, Mir-4057, Mir-448, Mir-452, Mir-4541, Mir-456, Mir-504, Mir-505, Mir-542, Mir-651, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",202,82.45,"Mir-1277, Mir-1329, Mir-1379, Mir-1416, Mir-1912, Mir-2387, Mir-325, Mir-450, Mir-458, Mir-460, Mir-652, Mir-672, Mir-676, Mir-71, Mir-7180, Mir-722, Mir-737, Mir-934"
Centruroides sculpturatus,GCA_000671375.2,Chelicerata,46,90.2,"Mir-242, Mir-31",49,96.08,"Mir-1175, Mir-1993, Mir-216"
Philonthus cognatus,GCA_932526485.1,Endopterygota,48,75.0,"Mir-14, Mir-2765, Mir-278",61,95.31,"Bantam, Mir-12, Mir-153, Mir-1993, Mir-2001, Mir-242, Mir-275, Mir-3049, Mir-306, Mir-316, Mir-965, Mir-970, Mir-989"
Homo sapiens,GCA_018467015.1,Catarrhini,208,84.9,"Mir-1388, Mir-1397, Mir-1662, Mir-1788, Mir-1805, Mir-1842, Mir-2001, Mir-2184, Mir-2188, Mir-242, Mir-252, Mir-278, Mir-281, Mir-2970, Mir-315, Mir-350, Mir-4057, Mir-4541, Mir-456, Mir-7147, Mir-725, Mir-726, Mir-727, Mir-76",221,90.2,"Mir-1329, Mir-1379, Mir-1416, Mir-2387, Mir-2483, Mir-384, Mir-458, Mir-460, Mir-672, Mir-71, Mir-7180, Mir-722, Mir-737"
Sphaerophoria taeniata,GCA_943590905.1,Diptera,48,71.64,"Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-36, Mir-750",59,88.06,"Mir-1175, Mir-14, Mir-275, Mir-306, Mir-71, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
Apis florea,GCA_000184785.2,Endopterygota,45,70.31,"Mir-153, Mir-1993, Mir-242, Mir-36, Mir-970",59,92.19,"Mir-1000, Mir-14, Mir-2001, Mir-22, Mir-2765, Mir-2796, Mir-3049, Mir-306, Mir-316, Mir-929, Mir-932, Mir-965, Mir-971, Mir-989"
Eristalis arbustorum,GCA_916610155.1,Diptera,45,67.16,"Let-7, Mir-133, Mir-153, Mir-1993, Mir-242, Mir-2765, Mir-2796, Mir-3049, Mir-33, Mir-36, Mir-71, Mir-750, Mir-929",54,80.6,"Mir-14, Mir-193, Mir-2001, Mir-87, Mir-932, Mir-957, Mir-970, Mir-971, Mir-999"
